id,year,title,domain,primary_field,display_community,is_landmark,anchor_label,short_id,doi,cited_by_count,primary_topic,community,community_label,display_label,domain_analysis_end_year
graphene_2d_materials::https://openalex.org/W2014694192,2010,100-GHz Transistors from Wafer-Scale Epitaxial Graphene,graphene_2d_materials,Graphene / Optical,100941,0,,W2014694192,10.1126/science.1184289,2502,Graphene research and applications,941,Graphene / Optical,,2014
graphene_2d_materials::https://openalex.org/W1979345035,2010,Graphene photodetectors for high-speed optical communications,graphene_2d_materials,Graphene / Optical,100941,0,,W1979345035,10.1038/nphoton.2010.40,2451,Photonic and Optical Devices,941,Graphene / Optical,,2014
graphene_2d_materials::https://openalex.org/W2889615184,2010,Graphene Anchored with Co<sub>3</sub>O<sub>4</sub> Nanoparticles as Anode of Lithium Ion Batteries with Enhanced Reversible Capacity and Cyclic Performance,graphene_2d_materials,Materials / Graphene,100929,0,,W2889615184,10.1021/nn100740x,2437,Advancements in Battery Materials,929,Materials / Graphene,,2014
graphene_2d_materials::https://openalex.org/W1977791081,2010,Graphene in Mice: Ultrahigh In Vivo Tumor Uptake and Efficient Photothermal Therapy,graphene_2d_materials,Graphene / Applications,100945,0,,W1977791081,10.1021/nl100996u,2389,Graphene and Nanomaterials Applications,945,Graphene / Applications,,2014
graphene_2d_materials::https://openalex.org/W2091587267,2010,Boron Nitride Nanotubes and Nanosheets,graphene_2d_materials,Sub / Materials,100003,0,,W2091587267,10.1021/nn1006495,2310,Graphene research and applications,933,Sub / Materials,Sub / Materials,2014
graphene_2d_materials::https://openalex.org/W2052024521,2010,Chemically Derived Graphene Oxide: Towards Large‐Area Thin‐Film Electronics and Optoelectronics,graphene_2d_materials,Graphene / Oxide,100004,0,,W2052024521,10.1002/adma.200903689,2247,Graphene research and applications,927,Graphene / Oxide,Graphene / Oxide,2014
graphene_2d_materials::https://openalex.org/W2042087808,2010,Supercapacitors Based on Flexible Graphene/Polyaniline Nanofiber Composite Films,graphene_2d_materials,Materials / Graphene,100929,0,,W2042087808,10.1021/nn1000035,2224,Supercapacitor Materials and Fabrication,929,Materials / Graphene,,2014
graphene_2d_materials::https://openalex.org/W2118225223,2010,Atomic layers of hybridized boron nitride and graphene domains,graphene_2d_materials,Graphene / Chemistry,100477,0,,W2118225223,10.1038/nmat2711,2223,Graphene research and applications,477,Graphene / Chemistry,,2014
graphene_2d_materials::https://openalex.org/W2077039392,2010,Graphene/Polyaniline Nanofiber Composites as Supercapacitor Electrodes,graphene_2d_materials,Materials / Graphene,100929,0,,W2077039392,10.1021/cm902876u,2215,Supercapacitor Materials and Fabrication,929,Materials / Graphene,,2014
graphene_2d_materials::https://openalex.org/W2031670446,2010,Nitrogen-Doped Graphene and Its Application in Electrochemical Biosensing,graphene_2d_materials,Graphene / Chemistry,100477,0,,W2031670446,10.1021/nn100315s,2135,Electrochemical sensors and biosensors,477,Graphene / Chemistry,,2014
graphene_2d_materials::https://openalex.org/W1996218409,2010,Reduced graphene oxide by chemical graphitization,graphene_2d_materials,Graphene / Oxide,100004,0,,W1996218409,10.1038/ncomms1067,2129,Graphene research and applications,927,Graphene / Oxide,Graphene / Oxide,2014
graphene_2d_materials::https://openalex.org/W2019796828,2010,Graphene Oxide−MnO<sub>2</sub> Nanocomposites for Supercapacitors,graphene_2d_materials,Materials / Graphene,100929,0,,W2019796828,10.1021/nn901311t,2086,Supercapacitor Materials and Fabrication,929,Materials / Graphene,,2014
graphene_2d_materials::https://openalex.org/W2141774548,2010,Searching for better plasmonic materials,graphene_2d_materials,Graphene / Optical,100941,0,,W2141774548,10.1002/lpor.200900055,2070,Plasmonic and Surface Plasmon Research,941,Graphene / Optical,,2014
graphene_2d_materials::https://openalex.org/W2126983544,2010,Graphene Oxide: Intrinsic Peroxidase Catalytic Activity and Its Application to Glucose Detection,graphene_2d_materials,Graphene / Applications,100945,0,,W2126983544,10.1002/adma.200903783,2002,Advanced Nanomaterials in Catalysis,945,Graphene / Applications,,2014
graphene_2d_materials::https://openalex.org/W1985585252,2010,Graphene Mode-Locked Ultrafast Laser,graphene_2d_materials,Graphene / Optical,100941,0,,W1985585252,10.1021/nn901703e,1985,Advanced Fiber Laser Technologies,941,Graphene / Optical,,2014
graphene_2d_materials::https://openalex.org/W1999379777,2010,Water-Dispersible Magnetite-Reduced Graphene Oxide Composites for Arsenic Removal,graphene_2d_materials,Graphene / Oxide,100944,0,,W1999379777,10.1021/nn1008897,1985,Graphene research and applications,944,Graphene / Oxide,,2014
graphene_2d_materials::https://openalex.org/W2029332976,2010,Graphene-Based Antibacterial Paper,graphene_2d_materials,Graphene / Applications,100945,0,,W2029332976,10.1021/nn101097v,1983,Graphene and Nanomaterials Applications,945,Graphene / Applications,,2014
graphene_2d_materials::https://openalex.org/W2003616899,2010,Ni(OH)<sub>2</sub> Nanoplates Grown on Graphene as Advanced Electrochemical Pseudocapacitor Materials,graphene_2d_materials,Materials / Graphene,100929,0,,W2003616899,10.1021/ja102267j,1983,Supercapacitor Materials and Fabrication,929,Materials / Graphene,,2014
graphene_2d_materials::https://openalex.org/W2014971973,2010,Mn<sub>3</sub>O<sub>4</sub>−Graphene Hybrid as a High-Capacity Anode Material for Lithium Ion Batteries,graphene_2d_materials,Materials / Graphene,100929,0,,W2014971973,10.1021/ja105296a,1922,Advancements in Battery Materials,929,Materials / Graphene,,2014
graphene_2d_materials::https://openalex.org/W2078881104,2010,Two-Dimensional Phonon Transport in Supported Graphene,graphene_2d_materials,Thermal / Graphene,100940,0,,W2078881104,10.1126/science.1184014,1897,Graphene research and applications,940,Thermal / Graphene,,2014
graphene_2d_materials::https://openalex.org/W2061592336,2010,Graphene-Wrapped Fe<sub>3</sub>O<sub>4</sub> Anode Material with Improved Reversible Capacity and Cyclic Stability for Lithium Ion Batteries,graphene_2d_materials,Materials / Graphene,100929,0,,W2061592336,10.1021/cm101532x,1845,Advancements in Battery Materials,929,Materials / Graphene,,2014
graphene_2d_materials::https://openalex.org/W2147764910,2010,Structural evolution during the reduction of chemically derived graphene oxide,graphene_2d_materials,Graphene / Oxide,100004,0,,W2147764910,10.1038/nchem.686,1797,Graphene research and applications,927,Graphene / Oxide,Graphene / Oxide,2014
graphene_2d_materials::https://openalex.org/W2160842288,2010,Frictional Characteristics of Atomically Thin Sheets,graphene_2d_materials,Sub / Materials,100003,0,,W2160842288,10.1126/science.1184167,1794,Force Microscopy Techniques and Applications,933,Sub / Materials,Sub / Materials,2014
graphene_2d_materials::https://openalex.org/W2050268910,2010,"Production, properties and potential of graphene",graphene_2d_materials,Graphene / Sensors,100930,0,,W2050268910,10.1016/j.carbon.2010.01.058,1777,Graphene research and applications,930,Graphene / Sensors,,2014
graphene_2d_materials::https://openalex.org/W1975750858,2010,Graphene Oxide Sheets at Interfaces,graphene_2d_materials,Graphene / Oxide,100004,0,,W1975750858,10.1021/ja102777p,1755,Pickering emulsions and particle stabilization,927,Graphene / Oxide,Graphene / Oxide,2014
graphene_2d_materials::https://openalex.org/W1999773779,2010,Quantifying ion-induced defects and Raman relaxation length in graphene,graphene_2d_materials,Graphene / Raman,100931,0,,W1999773779,10.1016/j.carbon.2009.12.057,1750,Graphene research and applications,931,Graphene / Raman,,2014
graphene_2d_materials::https://openalex.org/W2015917682,2010,Synthesis of Graphene and Its Applications: A Review,graphene_2d_materials,Graphene / Chemical,100943,0,,W2015917682,10.1080/10408430903505036,1725,Graphene research and applications,943,Graphene / Chemical,,2014
graphene_2d_materials::https://openalex.org/W2064446848,2010,MoS<sub>2</sub> and WS<sub>2</sub> Analogues of Graphene,graphene_2d_materials,Sub / Materials,100003,0,,W2064446848,10.1002/anie.201000009,1669,2D Materials and Applications,933,Sub / Materials,Sub / Materials,2014
graphene_2d_materials::https://openalex.org/W2056280638,2010,2D materials: to graphene and beyond,graphene_2d_materials,Materials / Chemistry,100483,0,,W2056280638,10.1039/c0nr00323a,1667,Graphene research and applications,483,Materials / Chemistry,,2014
graphene_2d_materials::https://openalex.org/W1978486062,2010,Strain-Induced Pseudo–Magnetic Fields Greater Than 300 Tesla in Graphene Nanobubbles,graphene_2d_materials,Graphene / Quantum,100005,0,,W1978486062,10.1126/science.1191700,1663,Graphene research and applications,932,Graphene / Quantum,Graphene / Quantum,2014
graphene_2d_materials::https://openalex.org/W2331611068,2010,TiO<sub>2</sub>−Graphene Nanocomposites for Gas-Phase Photocatalytic Degradation of Volatile Aromatic Pollutant: Is TiO<sub>2</sub>−Graphene Truly Different from Other TiO<sub>2</sub>−Carbon Composite Materials?,graphene_2d_materials,Sub / Graphene,100509,0,,W2331611068,10.1021/nn1024219,1647,Advanced Photocatalysis Techniques,509,Sub / Graphene,,2014
graphene_2d_materials::https://openalex.org/W2005476131,2010,Synthesis Of Nitrogen-Doped Graphene Films For Lithium Battery Application,graphene_2d_materials,Graphene / Chemistry,100477,0,,W2005476131,10.1021/nn101926g,1642,Graphene research and applications,477,Graphene / Chemistry,,2014
graphene_2d_materials::https://openalex.org/W1964154048,2010,Chemical doping of graphene,graphene_2d_materials,Graphene / Chemistry,100477,0,,W1964154048,10.1039/c0jm02922j,1620,Graphene research and applications,477,Graphene / Chemistry,,2014
graphene_2d_materials::https://openalex.org/W2099039595,2010,Direct reduction of graphene oxide films into highly conductive and flexible graphene films by hydrohalic acids,graphene_2d_materials,Graphene / Oxide,100004,0,,W2099039595,10.1016/j.carbon.2010.08.006,1606,Graphene research and applications,927,Graphene / Oxide,Graphene / Oxide,2014
graphene_2d_materials::https://openalex.org/W2095953845,2010,A review of conduction phenomena in Li-ion batteries,graphene_2d_materials,Chemistry / Materials,100485,0,,W2095953845,10.1016/j.jpowsour.2010.06.060,1595,Advancements in Battery Materials,485,Chemistry / Materials,,2014
graphene_2d_materials::https://openalex.org/W2014025437,2010,High-Energy MnO<sub>2</sub> Nanowire/Graphene and Graphene Asymmetric Electrochemical Capacitors,graphene_2d_materials,Materials / Graphene,100929,0,,W2014025437,10.1021/nn101754k,1503,Supercapacitor Materials and Fabrication,929,Materials / Graphene,,2014
graphene_2d_materials::https://openalex.org/W2065308677,2010,Graphene: Electronic and Photonic Properties and Devices,graphene_2d_materials,Graphene / Optical,100941,0,,W2065308677,10.1021/nl102824h,1473,Graphene research and applications,941,Graphene / Optical,,2014
graphene_2d_materials::https://openalex.org/W2108561247,2010,Graphene-based materials as supercapacitor electrodes,graphene_2d_materials,Materials / Graphene,100929,0,,W2108561247,10.1039/c000417k,1470,Supercapacitor Materials and Fabrication,929,Materials / Graphene,,2014
graphene_2d_materials::https://openalex.org/W2161263580,2010,Determination of the Local Chemical Structure of Graphene Oxide and Reduced Graphene Oxide,graphene_2d_materials,Graphene / Oxide,100004,0,,W2161263580,10.1002/adma.201000732,1462,Graphene research and applications,927,Graphene / Oxide,Graphene / Oxide,2014
graphene_2d_materials::https://openalex.org/W2156785086,2010,A review of chemical vapour deposition of graphene on copper,graphene_2d_materials,Graphene / Chemical,100943,0,,W2156785086,10.1039/c0jm02126a,1436,Graphene research and applications,943,Graphene / Chemical,,2014
graphene_2d_materials::https://openalex.org/W2140649400,2010,The chemistry of graphene,graphene_2d_materials,Graphene / Chemistry,100936,0,,W2140649400,10.1039/b920539j,1431,Graphene research and applications,936,Graphene / Chemistry,,2014
graphene_2d_materials::https://openalex.org/W2001618763,2010,Reducing Sugar: New Functional Molecules for the Green Synthesis of Graphene Nanosheets,graphene_2d_materials,Graphene / Oxide,100004,0,,W2001618763,10.1021/nn1002387,1431,Graphene and Nanomaterials Applications,927,Graphene / Oxide,Graphene / Oxide,2014
graphene_2d_materials::https://openalex.org/W2167381746,2010,Graphene as a subnanometre trans-electrode membrane,graphene_2d_materials,Graphene / Chemistry,100784,0,,W2167381746,10.1038/nature09379,1424,Nanopore and Nanochannel Transport Studies,784,Graphene / Chemistry,,2014
graphene_2d_materials::https://openalex.org/W1972831960,2010,Carbon Nanomaterials in Biosensors: Should You Use Nanotubes or Graphene?,graphene_2d_materials,Graphene / Applications,100945,0,,W1972831960,10.1002/anie.200903463,1420,Advanced biosensing and bioanalysis techniques,945,Graphene / Applications,,2014
graphene_2d_materials::https://openalex.org/W2116730433,2010,Vitamin C Is an Ideal Substitute for Hydrazine in the Reduction of Graphene Oxide Suspensions,graphene_2d_materials,Graphene / Oxide,100004,0,,W2116730433,10.1021/jp100603h,1418,Graphene research and applications,927,Graphene / Oxide,Graphene / Oxide,2014
graphene_2d_materials::https://openalex.org/W2094177388,2010,Graphene-based materials in electrochemistry,graphene_2d_materials,Graphene / Applications,100945,0,,W2094177388,10.1039/b923596e,1403,Electrochemical sensors and biosensors,945,Graphene / Applications,,2014
graphene_2d_materials::https://openalex.org/W2085198296,2010,Enhanced Mechanical Properties of Graphene-Based Poly(vinyl alcohol) Composites,graphene_2d_materials,Graphene / Oxide,100004,0,,W2085198296,10.1021/ma902862u,1401,Graphene research and applications,927,Graphene / Oxide,Graphene / Oxide,2014
graphene_2d_materials::https://openalex.org/W1988435520,2010,Fast and reversible surface redox reaction of graphene–MnO2 composites as supercapacitor electrodes,graphene_2d_materials,Materials / Graphene,100929,0,,W1988435520,10.1016/j.carbon.2010.06.047,1382,Supercapacitor Materials and Fabrication,929,Materials / Graphene,,2014
graphene_2d_materials::https://openalex.org/W2070069180,2010,Graphene/Polyurethane Nanocomposites for Improved Gas Barrier and Electrical Conductivity,graphene_2d_materials,Graphene / Oxide,100004,0,,W2070069180,10.1021/cm100477v,1381,Graphene research and applications,927,Graphene / Oxide,Graphene / Oxide,2014
